,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,symbol
114,159638.SZ,高端装备ETF,嘉实基金,兴业银行,股票型,20220805,,20220812,20220718,,33.0934,0.5,0.1,,1.0,0.1,,中证高端装备细分50指数收益率,L,被动指数型,契约型开放式,,20220812,20220812,E,159638.SZ#FD
115,560110.SH,中证1000ETF基金,汇添富基金,中信银行,股票型,20220729,,20220808,20220722,,36.349,0.15,0.05,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220808,20220808,E,560110.SH#FD
116,159633.SZ,中证1000指数ETF,易方达基金,国泰君安,股票型,20220728,,20220804,20220722,,79.2439,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220804,20220804,E,159633.SZ#FD
117,561150.SH,500ESGETF,富国基金,中国建设银行,股票型,20220728,20221115,20220808,20220426,20221227,2.2949,0.5,0.1,,1.0,0.1,,中证500ESG基准指数收益率,D,被动指数型,契约型开放式,,20220808,20220808,E,561150.SH#FD
118,562530.SH,1000价值ETF,华夏基金,中国农业银行,股票型,20220728,,20220812,20220718,,2.2914,0.5,0.1,,1.0,0.1,,中证智选1000价值稳健策略指数收益率,L,被动指数型,契约型开放式,,20220812,20220812,E,562530.SH#FD
119,560010.SH,中证1000ETF指数,广发基金,中国工商银行,股票型,20220728,,20220804,20220722,,79.9674,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220804,20220804,E,560010.SH#FD
120,159629.SZ,1000ETF,富国基金,中国银行,股票型,20220727,,20220803,20220722,,79.4957,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220803,20220803,E,159629.SZ#FD
121,561510.SH,中医药ETF,华泰柏瑞基金,中国农业银行,股票型,20220726,,20220804,20220711,,7.7321,0.5,0.1,,1.0,0.1,,中证中药指数收益率,L,被动指数型,契约型开放式,,20220804,20220804,E,561510.SH#FD
122,159632.SZ,纳斯达克ETF,华安基金,中国建设银行,股票型,20220721,,20220803,20220613,,2.6972,0.6,0.2,,1.0,0.1,,纳斯达克100指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20220803,20220803,E,159632.SZ#FD
123,562000.SH,中证100ETF基金,华宝基金,中国建设银行,股票型,20220721,,20220801,20220701,,7.2037,0.5,0.1,,1.0,0.1,,中证100指数收益率,L,被动指数型,契约型开放式,,20220801,20220801,E,562000.SH#FD
124,159616.SZ,农牧ETF,建信基金,中金公司,股票型,20220721,,20220808,20220606,,2.6856,0.5,0.1,,1.0,0.1,,中证农牧主题指数收益率,L,被动指数型,契约型开放式,,20220808,20220808,E,159616.SZ#FD
125,562390.SH,中药50ETF,银华基金,中国工商银行,股票型,20220720,,20220728,20220711,,4.1343,0.5,0.1,,1.0,0.1,,中证中药指数收益率,L,被动指数型,契约型开放式,,20220728,20220728,E,562390.SH#FD
126,159647.SZ,中药ETF,鹏华基金,中信证券,股票型,20220720,,20220728,20220711,,9.4696,0.5,0.1,,1.0,0.1,,中证中药指数收益率,L,被动指数型,契约型开放式,,20220728,20220728,E,159647.SZ#FD
127,501220.SH,行业轮动FOF,国泰基金,中信建投证券,股票型,20220719,,20220815,20220429,,2.2496,1.0,0.2,,1.0,0.0001,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,,,E,501220.SH#FD
128,159620.SZ,500成长ETF,华夏基金,中国建设银行,股票型,20220719,,20220805,20220623,,2.5414,0.5,0.1,,1.0,0.1,,中证智选500成长创新策略指数收益率,L,被动指数型,契约型开放式,,20220805,20220805,E,159620.SZ#FD
129,159641.SZ,双碳ETF,招商基金,中信证券,股票型,20220714,,20220722,20220704,,11.7972,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220722,20220722,E,159641.SZ#FD
130,159640.SZ,碳中和龙头ETF,工银瑞信基金,国信证券,股票型,20220713,,20220721,20220704,,9.5385,0.45,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220721,20220721,E,159640.SZ#FD
131,159642.SZ,碳中和100ETF,大成基金,招商银行,股票型,20220713,,20220721,20220704,,5.5144,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220721,20220721,E,159642.SZ#FD
132,560060.SH,碳中和ETF,汇添富基金,招商银行,股票型,20220713,,20220721,20220704,,10.9709,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220721,20220721,E,560060.SH#FD
133,180401.SZ,鹏华深圳能源REIT,鹏华基金,招商银行,REITs,20220711,,20220726,20220705,,6.0,0.28,0.01,34.0,1.0,,,,L,,契约型封闭式,,,,E,180401.SZ#FD
134,561190.SH,双碳ETF,富国基金,中国建设银行,股票型,20220711,,20220719,20220704,,29.3932,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E,561190.SH#FD
135,562990.SH,碳中和100ETF,易方达基金,中国工商银行,股票型,20220711,,20220719,20220704,,42.7376,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E,562990.SH#FD
136,560550.SH,碳中和ETF环交所,广发基金,招商银行,股票型,20220711,,20220719,20220704,,21.576,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E,560550.SH#FD
137,159639.SZ,碳中和ETF南方,南方基金,中国建设银行,股票型,20220711,,20220719,20220704,,32.6529,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E,159639.SZ#FD
138,513280.SH,恒生生物科技ETF,汇添富基金,中国农业银行,股票型,20220705,,20220718,20220527,,3.0311,0.15,0.05,,1.0,0.1,,经人民币汇率调整的恒生香港上市生物科技指数收益率,L,被动指数型,契约型开放式,,20220718,20220718,E,513280.SH#FD
139,513220.SH,全球互联ETF,招商基金,中国建设银行,股票型,20220704,,20220715,20220527,,2.5011,0.5,0.15,,1.0,0.1,,中证全球中国互联网指数(人民币)收益率,L,被动指数型,契约型开放式,,20220715,20220715,E,513220.SH#FD
140,561700.SH,电力ETF基金,博时基金,华泰证券,股票型,20220701,,20220715,20220613,,6.2581,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,20220715,20220715,E,561700.SH#FD
141,513120.SH,港股创新药ETF,广发基金,交通银行,股票型,20220701,,20220712,20220613,,3.0014,0.5,0.1,,1.0,0.1,,中证香港创新药指数收益率(人民币计价),L,被动指数型,契约型开放式,,20220712,20220712,E,513120.SH#FD
142,562350.SH,电力指数ETF,银华基金,招商银行,股票型,20220630,,20220712,20220617,,3.3241,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,20220712,20220712,E,562350.SH#FD
143,561160.SH,锂电池ETF,富国基金,中国农业银行,股票型,20220630,,20220708,20220614,,14.4684,0.5,0.1,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,20220708,20220708,E,561160.SH#FD
144,159636.SZ,港股通科技30ETF,工银瑞信基金,中信建投证券,股票型,20220630,,20220720,20220617,,9.9725,0.45,0.07,,1.0,0.1,,国证港股通科技指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20220720,20220720,E,159636.SZ#FD
145,159628.SZ,国证2000ETF,万家基金,中国工商银行,股票型,20220629,,20220718,20220614,,8.4528,0.5,0.1,,1.0,0.1,,国证2000指数收益率,L,被动指数型,契约型开放式,,20220718,20220718,E,159628.SZ#FD
146,159635.SZ,基建50ETF,华夏基金,中国工商银行,股票型,20220628,,20220712,20220606,,10.7085,0.5,0.1,,1.0,0.1,,中证基建指数收益率,L,被动指数型,契约型开放式,,20220712,20220712,E,159635.SZ#FD
147,508008.SH,国金中国铁建REIT,国金基金,招商银行,REITs,20220627,,20220708,20220621,,5.0,0.2,0.01,40.0,1.0,,,,L,,契约型封闭式,,,,E,508008.SH#FD
148,159615.SZ,恒生生物科技ETF,南方基金,中国农业银行,股票型,20220617,,20220628,20220606,,11.0905,0.5,0.15,,1.0,0.1,,恒生香港上市生物科技指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220628,20220628,E,159615.SZ#FD
149,159609.SZ,光伏龙头ETF,浦银安盛基金,海通证券,股票型,20220616,,20220708,20220329,,4.399,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20220708,20220708,E,159609.SZ#FD
150,560650.SH,核心50ETF,民生加银基金,交通银行,股票型,20220613,,20220627,20220316,,5.0742,0.5,0.1,,1.0,0.1,,中证企业核心竞争力50指数收益率,L,被动指数型,契约型开放式,,20220627,20220627,E,560650.SH#FD
151,560990.SH,中金科技先锋ETF,中金基金,浦发银行,股票型,20220610,,20220627,20220418,,3.8819,0.5,0.05,,1.0,0.1,,中证科技先锋指数收益率,L,被动指数型,契约型开放式,,20220627,20220627,E,560990.SH#FD
152,162721.SZ,广发积极FOF-LOF,广发基金,浦发银行,混合型,20220609,,20220809,20220328,,3.9615,1.0,0.2,,1.0,0.0001,,中证800指数收益率*70%+中债-综合全价(总值)指数收益率*25%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,,,E,162721.SZ#FD
153,159617.SZ,500价值ETF,华夏基金,中国农业银行,股票型,20220609,,20220630,20220523,,10.8142,0.5,0.1,,1.0,0.1,,中证智选500价值稳健策略指数收益率,L,被动指数型,契约型开放式,,20220630,20220630,E,159617.SZ#FD
154,159603.SZ,双创龙头ETF,天弘基金,国泰君安,股票型,20220526,,20220608,20220329,,3.2407,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20220608,20220608,E,159603.SZ#FD
155,560900.SH,创新药企ETF,摩根基金,中信建投证券,股票型,20220519,,20220602,20220509,,2.0897,0.3,0.1,,1.0,0.1,,中证创新药产业指数收益率,L,被动指数型,契约型开放式,,20220602,20220602,E,560900.SH#FD
156,588100.SH,科创信息技术ETF,嘉实基金,中信建投证券,股票型,20220518,,20220527,20220509,,13.9725,0.5,0.1,,1.0,0.1,,上证科创板新一代信息技术指数收益率,L,被动指数型,契约型开放式,,20220527,20220527,E,588100.SH#FD
157,588260.SH,科创信息ETF,华安基金,光大证券,股票型,20220518,,20220527,20220509,,5.9875,0.5,0.1,,1.0,0.1,,上证科创板新一代信息技术指数收益率,L,被动指数型,契约型开放式,,20220527,20220527,E,588260.SH#FD
158,517990.SH,医药ETF沪港深,招商基金,华泰证券,股票型,20220509,,20220519,20220209,,2.2599,0.5,0.1,,1.0,0.1,,中证沪港深500医药卫生指数(人民币)收益率,L,被动指数型,契约型开放式,,20220519,20220519,E,517990.SH#FD
159,159612.SZ,标普500ETF,国泰基金,招商银行,股票型,20220509,,20220520,20220418,,2.479,0.6,0.15,,1.0,0.1,,标普500指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220520,20220520,E,159612.SZ#FD
160,159798.SZ,消费50ETF,易方达基金,中国建设银行,股票型,20220428,,20220511,20220329,,3.2725,0.5,0.1,,1.0,0.1,,中证消费50指数收益率,L,被动指数型,契约型开放式,,20220511,20220511,E,159798.SZ#FD
161,517850.SH,张江ETF,汇添富基金,浦发银行,股票型,20220428,,20220516,20220130,,11.8219,0.15,0.05,,1.0,0.1,,中证沪港深张江自主创新50指数收益率,L,被动指数型,契约型开放式,,20220516,20220516,E,517850.SH#FD
162,159797.SZ,医疗器械ETF基金,汇添富基金,中国农业银行,股票型,20220428,,20220516,20220128,,2.8499,0.15,0.05,,1.0,0.1,,中证全指医疗器械指数收益率,L,被动指数型,契约型开放式,,20220516,20220516,E,159797.SZ#FD
163,513380.SH,恒生科技ETF指数,广发基金,中信银行,股票型,20220427,,20220512,20220418,,2.1889,0.5,0.1,,1.0,0.1,,人民币计价的恒生科技指数收益率,L,被动指数型,契约型开放式,,20220512,20220512,E,513380.SH#FD
164,561560.SH,电力ETF,华泰柏瑞基金,中国农业银行,股票型,20220426,,20220516,20220408,,4.0912,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,20220516,20220516,E,561560.SH#FD
165,159625.SZ,绿色电力ETF,嘉实基金,华泰证券,股票型,20220421,,20220429,20220406,,10.5411,0.5,0.1,,1.0,0.1,,国证绿色电力指数收益率,L,被动指数型,契约型开放式,,20220429,20220429,E,159625.SZ#FD
166,508018.SH,华夏中国交建REIT,华夏基金,中国农业银行,REITs,20220413,,20220428,20220407,,10.0,0.1,0.01,40.0,1.0,,,,L,,契约型封闭式,,,,E,508018.SH#FD
167,501217.SH,行业配置FOF,华夏基金,中国建设银行,股票型,20220408,,20220425,20220307,,2.4225,0.8,0.2,,1.0,0.0001,,沪深300指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+中债综合(全价)指数收益率*5%,L,股票型,契约型开放式,,20230410,20230410,E,501217.SH#FD
168,513530.SH,港股通红利ETF,华泰柏瑞基金,交通银行,股票型,20220408,,20220425,20220224,,3.0394,0.5,0.1,,1.0,0.1,,中证港股通高股息投资指数收益率,L,被动指数型,契约型开放式,,20220425,20220425,E,513530.SH#FD
169,159618.SZ,光伏ETF华安,华安基金,中国建设银行,股票型,20220408,,20220422,20220207,,4.0013,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20220422,20220422,E,159618.SZ#FD
170,517760.SH,消费TOPETF,浦银安盛基金,兴业银行,股票型,20220401,,20220419,20211227,,2.5105,0.5,0.1,,1.0,0.1,,中证沪港深消费龙头指数收益率,L,被动指数型,契约型开放式,,20220419,20220419,E,517760.SH#FD
171,560880.SH,家电ETF龙头,广发基金,中国银行,股票型,20220330,,20220412,20220321,,6.8273,0.5,0.1,,1.0,0.1,,中证全指家用电器指数同期收益率,L,被动指数型,契约型开放式,,20220412,20220412,E,560880.SH#FD
172,159831.SZ,上海金ETF基金,嘉实基金,交通银行,商品型,20220323,,20220407,20211228,,3.7116,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20220407,20220407,E,159831.SZ#FD
173,161133.SZ,优势回报FOF-LOF,易方达基金,平安银行,混合型,20220323,,20220622,20220307,,5.9123,1.0,0.15,,1.0,0.0001,,中证800指数收益率*75%+中债新综合指数(财富)收益率*25%,L,混合型,契约型开放式,,20230323,20230323,E,161133.SZ#FD
174,159833.SZ,上海金基金ETF,大成基金,浦发银行,商品型,20220318,20230529,20220329,20211229,20230606,2.1242,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20220329,20220329,E,159833.SZ#FD
175,517900.SH,银行ETF优选,招商基金,交通银行,股票型,20220315,,20220325,20211210,,2.8299,0.5,0.1,,1.0,0.1,,中证银行AH价格优选指数(人民币)收益率,L,被动指数型,契约型开放式,,20220325,20220325,E,517900.SH#FD
176,513070.SH,港股消费50ETF,易方达基金,招商银行,股票型,20220314,,20220324,20211210,,2.0076,0.15,0.05,,1.0,0.1,,中证港股通消费主题指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220324,20220324,E,513070.SH#FD
177,562520.SH,1000成长ETF,华夏基金,中国农业银行,股票型,20220308,,20220322,20220221,,3.1257,0.5,0.1,,1.0,0.1,,中证智选1000成长创新策略指数收益率,L,被动指数型,契约型开放式,,20220322,20220322,E,562520.SH#FD
178,517780.SH,红300ETF,浦银安盛基金,海通证券,股票型,20220308,20230131,20220318,20211221,,2.4345,0.5,0.1,,1.0,0.1,,中华交易服务沪深港300指数收益率,L,被动指数型,契约型开放式,,20220318,20220318,E,517780.SH#FD
179,159776.SZ,港股通医药ETF,银华基金,招商银行,股票型,20220307,,20220325,20211203,,2.3497,0.5,0.1,,1.0,0.1,,中证港股通医药卫生综合指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220325,20220325,E,159776.SZ#FD
180,159787.SZ,建材ETF易方达,易方达基金,中国建设银行,股票型,20220304,,20220315,20211202,,2.4052,0.15,0.05,,1.0,0.1,,中证全指建筑材料指数收益率,L,被动指数型,契约型开放式,,20220315,20220315,E,159787.SZ#FD
181,159796.SZ,电池50ETF,汇添富基金,中国银行,股票型,20220303,,20220314,20220118,,3.7947,0.15,0.05,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,20220314,20220314,E,159796.SZ#FD
182,517500.SH,游戏沪港深ETF,国泰基金,中信建投证券,股票型,20220303,,20220315,20211203,,3.2811,0.5,0.1,,1.0,0.1,,中证沪港深动漫游戏指数收益率,L,被动指数型,契约型开放式,,20220315,20220315,E,517500.SH#FD
183,159834.SZ,金ETF,南方基金,中国工商银行,商品型,20220303,,20220316,20211220,,4.6517,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20220316,20220316,E,159834.SZ#FD
184,513960.SH,港股通消费ETF,博时基金,平安银行,股票型,20220303,,20220318,20211201,,2.1493,0.5,0.1,,1.0,0.1,,中证港股通消费主题指数(人民币)收益率,L,被动指数型,契约型开放式,,20220318,20220318,E,513960.SH#FD
185,513320.SH,恒生新经济ETF,易方达基金,招商银行,股票型,20220303,,20220321,20220211,,2.2601,0.5,0.1,,1.0,0.1,,恒生港股通新经济指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220321,20220321,E,513320.SH#FD
186,560600.SH,医药创新ETF,方正富邦基金,平安银行,股票型,20220303,,20220315,20220110,,2.3271,0.5,0.1,,1.0,0.1,,中证医药及医疗器械创新指数收益率,L,被动指数型,契约型开放式,,20220315,20220315,E,560600.SH#FD
187,159832.SZ,平安金ETF,平安基金,平安银行,商品型,20220302,20230322,20220318,20211125,20230330,2.3613,0.5,0.1,,1.0,0.1,,上海金集中定价合约的午盘基准价格收益率,D,黄金现货合约,契约型开放式,,20220318,20220318,E,159832.SZ#FD
188,159791.SZ,300ESGETF,华夏基金,中国建设银行,股票型,20220224,,20220308,20220119,,2.9108,0.5,0.1,,1.0,0.1,,沪深300ESG基准指数收益率,L,被动指数型,契约型开放式,,20220308,20220308,E,159791.SZ#FD
189,159788.SZ,港股通100ETF,易方达基金,招商银行,股票型,20220222,,20220302,20211202,,2.5442,0.15,0.05,,1.0,0.1,,中证港股通中国100指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220302,20220302,E,159788.SZ#FD
190,159769.SZ,消费电子龙头ETF,银华基金,招商银行,股票型,20220218,,20220303,20211116,,2.7445,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20220303,20220303,E,159769.SZ#FD
191,513770.SH,港股互联网ETF,华宝基金,中国工商银行,股票型,20220209,,20220218,20220117,,6.0657,0.5,0.1,,1.0,0.1,,中证港股通互联网指数收益率,L,被动指数型,契约型开放式,,20220218,20220218,E,513770.SH#FD
